language,surface_pattern,surface_patterns,variants,canonical_reference,reference_type,source_work,source_author,source_location,short_explanation,explanation_key,source_work_key,source_author_key,learner_level,register,confidence,source_url,source_license,source_dataset,notes
en,daily bread,,,daily bread,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.daily_bread,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,Daniel in the lions’ den,,,Daniel in the lions’ den,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.daniel_in_the_lions_den,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,David and Goliath,,,David and Goliath,classical_or_scriptural_allusion,1 Samuel,King James Version,1 Samuel 17,A contest between a small underdog and a giant opponent.,mnemosyne.en.explanation.kjv_bible_phrases.david_and_goliath,mnemosyne.en.work.1_samuel,mnemosyne.en.author.king_james_version,B1,religious,0.84,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked.
en,Delilah,,,Delilah,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.delilah,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,doubting Thomas,,,doubting Thomas,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A sceptic who needs proof before believing.,mnemosyne.en.explanation.kjv_bible_phrases.doubting_thomas,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,B2,religious,0.78,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,dry bones,,,dry bones,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.dry_bones,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,dust to dust,,ashes to ashes|earth to earth,dust to dust,classical_or_scriptural_allusion,Genesis; funeral liturgy,King James Version,Genesis 3:19,Human life ends in mortality and decay.,mnemosyne.en.explanation.kjv_bible_phrases.dust_to_dust,mnemosyne.en.work.genesis_funeral_liturgy,mnemosyne.en.author.king_james_version,B2,religious,0.78,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked.
en,east of Eden,,,east of Eden,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.east_of_eden,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,"eat, drink, and be merry",,,"eat, drink, and be merry",classical_or_scriptural_allusion,Ecclesiastes; Luke,King James Version,Ecclesiastes 8:15; Luke 12:19,"Enjoy life now, often with little concern for tomorrow.",mnemosyne.en.explanation.kjv_bible_phrases.eat_drink_and_be_merry,mnemosyne.en.work.ecclesiastes_luke,mnemosyne.en.author.king_james_version,B2,religious,0.84,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked.
en,Elijah’s mantle,,,Elijah’s mantle,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.elijah_s_mantle,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,Esau’s birthright,,,Esau’s birthright,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.esau_s_birthright,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,eye for an eye,,,eye for an eye,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A principle of strict retaliation or equal punishment.,mnemosyne.en.explanation.kjv_bible_phrases.eye_for_an_eye,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,B2,religious,0.78,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,fall from grace,,,fall from grace,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,"Loss of favour, status, or innocence.",mnemosyne.en.explanation.kjv_bible_phrases.fall_from_grace,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,B2,religious,0.78,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,fall on stony ground,,,fall on stony ground,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.fall_on_stony_ground,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,fallen angel,,,fallen angel,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.fallen_angel,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,fatted calf,,,fatted calf,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.fatted_calf,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,feet of clay,,,feet of clay,classical_or_scriptural_allusion,Daniel,King James Version,Daniel 2:33,A hidden weakness in someone admired.,mnemosyne.en.explanation.kjv_bible_phrases.feet_of_clay,mnemosyne.en.work.daniel,mnemosyne.en.author.king_james_version,B2,religious,0.84,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked.
en,feet of iron and clay,,,feet of iron and clay,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.feet_of_iron_and_clay,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,fiery furnace,,,fiery furnace,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A Biblical/KJV expression or allusion used figuratively in modern English.,mnemosyne.en.explanation.kjv_bible_phrases.fiery_furnace,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,C1,religious,0.68,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,fig leaf,,,fig leaf,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,A flimsy cover for embarrassment or wrongdoing.,mnemosyne.en.explanation.kjv_bible_phrases.fig_leaf,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,B2,religious,0.78,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,fight the good fight,,,fight the good fight,classical_or_scriptural_allusion,1 Timothy,King James Version,1 Timothy 6:12,Struggle honourably for a worthy cause.,mnemosyne.en.explanation.kjv_bible_phrases.fight_the_good_fight,mnemosyne.en.work.1_timothy,mnemosyne.en.author.king_james_version,B2,religious,0.84,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical phrasing influenced by the King James Version; exact wording should be checked.
en,fire and brimstone,,,fire and brimstone,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,Severe religious warning or apocalyptic denunciation.,mnemosyne.en.explanation.kjv_bible_phrases.fire_and_brimstone,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,B2,religious,0.78,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
en,flesh pots of Egypt,,,flesh pots of Egypt,classical_or_scriptural_allusion,King James Bible / Authorised Version,King James Version,,Comforts missed after leaving security behind.,mnemosyne.en.explanation.kjv_bible_phrases.flesh_pots_of_egypt,mnemosyne.en.work.king_james_bible_authorised_version,mnemosyne.en.author.king_james_version,B2,religious,0.78,https://www.gutenberg.org/ebooks/10,public_domain,en_kjv_bible_phrases,Biblical/KJV-associated expression; included for expanded Mnemosyne review. Exact Crystal inclusion and wording should be checked. Needs source-location review.
